time,n_replica,cpu_req_core,mem_req_KB,cpu_lim_core,mem_lim_KB,cpu_use_core,mem_use_KB
1252.88,15,6.000,8448000,15,27525120,5.054412466,4247596
1258.28,15,6.000,8448000,15,27525120,5.054412466,4247596
1263.67,15,6.000,8448000,15,27525120,5.054412466,4247596
1269.01,15,6.000,8448000,15,27525120,7.824090004,7100012
1274.4,15,6.000,8448000,15,27525120,7.824090004,7100012
1279.59,15,6.000,8448000,15,27525120,7.824090004,7100012
1284.85,15,6.000,8448000,15,27525120,5.755612329,7692116
1290.23,15,6.000,8448000,15,27525120,5.755612329,7692116
1295.47,15,6.000,8448000,15,27525120,5.755612329,7692116
1300.79,15,6.000,8448000,15,27525120,5.564802138,8232420
1306.02,15,6.000,8448000,15,27525120,5.564802138,8232420
1311.34,15,6.000,8448000,15,27525120,5.704354154,8452492
1316.58,15,6.000,8448000,15,27525120,5.704354154,8452492
1321.84,15,6.000,8448000,15,27525120,5.704354154,8452492
1327.16,18,7.200,10137600,18,33030144,5.617082895,8796636
1332.42,18,7.200,10137600,18,33030144,5.617082895,8796636
1337.73,18,7.200,10137600,18,33030144,5.617082895,8796636
1343.16,18,7.200,10137600,18,33030144,7.004574577,9515548
1348.53,18,7.200,10137600,18,33030144,7.004574577,9515548
1353.8,18,7.200,10137600,18,33030144,7.004574577,9515548
1358.98,18,7.200,10137600,18,33030144,5.668297162,10163984
1364.25,18,7.200,10137600,18,33030144,5.668297162,10163984
1369.6,18,7.200,10137600,18,33030144,5.668297162,10163984
1374.9,18,7.200,10137600,18,33030144,5.799919311,10465448
1380.32,18,7.200,10137600,18,33030144,5.799919311,10465448
1385.82,18,7.200,10137600,18,33030144,5.799919311,10465448
1391.06,18,7.200,10137600,18,33030144,6.108946879,10784500
1396.35,18,7.200,10137600,18,33030144,6.108946879,10784500
1401.63,18,7.200,10137600,18,33030144,5.760232485,11190600
1406.87,18,7.200,10137600,18,33030144,5.760232485,11190600
1412.12,18,7.200,10137600,18,33030144,5.760232485,11190600
1417.42,18,7.200,10137600,18,33030144,5.945144353,11151552
1422.68,18,7.200,10137600,18,33030144,5.945144353,11151552
1428.01,18,7.200,10137600,18,33030144,5.945144353,11151552
1433.39,18,7.200,10137600,18,33030144,5.669681592,11450172
1438.65,18,7.200,10137600,18,33030144,5.669681592,11450172
1443.85,18,7.200,10137600,18,33030144,5.669681592,11450172
1449.23,18,7.200,10137600,18,33030144,5.736293461,11603564
1454.45,18,7.200,10137600,18,33030144,5.736293461,11603564
1459.74,18,7.200,10137600,18,33030144,5.736293461,11603564
1464.95,18,7.200,10137600,18,33030144,5.915147971,11686984
1470.36,18,7.200,10137600,18,33030144,5.915147971,11686984
1475.69,18,7.200,10137600,18,33030144,5.915147971,11686984
1480.97,18,7.200,10137600,18,33030144,5.718696760,11797740
1486.2,18,7.200,10137600,18,33030144,5.718696760,11797740
1491.56,18,7.200,10137600,18,33030144,6.070973664,11950312
1496.89,18,7.200,10137600,18,33030144,6.070973664,11950312
1502.24,18,7.200,10137600,18,33030144,6.070973664,11950312
1507.51,18,7.200,10137600,18,33030144,5.955231683,12170384
1512.75,18,7.200,10137600,18,33030144,5.955231683,12170384
1518.02,18,7.200,10137600,18,33030144,5.955231683,12170384
1523.34,18,7.200,10137600,18,33030144,7.581386570,12392872
1528.57,18,7.200,10137600,18,33030144,7.581386570,12392872
1533.87,18,7.200,10137600,18,33030144,7.581386570,12392872
1539.13,20,8.000,11264000,20,36700160,8.010428312,12413516
1544.45,20,8.000,11264000,20,36700160,8.010428312,12413516
1549.76,20,8.000,11264000,20,36700160,8.010428312,12413516
1555.21,20,8.000,11264000,20,36700160,9.205646165,13297064
1560.65,20,8.000,11264000,20,36700160,9.205646165,13297064
1566.33,20,8.000,11264000,20,36700160,8.260820421,13477188
1571.6,20,8.000,11264000,20,36700160,8.260820421,13477188
1577.09,20,8.000,11264000,20,36700160,8.260820421,13477188
1582.4,20,8.000,11264000,20,36700160,7.916923424,13769788
1587.76,20,8.000,11264000,20,36700160,7.916923424,13769788
1593.05,20,8.000,11264000,20,36700160,7.916923424,13769788
1598.52,20,8.000,11264000,20,36700160,8.258505490,13913512
1603.84,20,8.000,11264000,20,36700160,8.258505490,13913512
1609.18,20,8.000,11264000,20,36700160,8.258505490,13913512
1614.49,20,8.000,11264000,20,36700160,7.991732692,14077916
1619.77,20,8.000,11264000,20,36700160,7.991732692,14077916
1625.19,20,8.000,11264000,20,36700160,7.991732692,14077916
1630.62,20,8.000,11264000,20,36700160,8.090366953,14454828
1635.92,20,8.000,11264000,20,36700160,8.090366953,14454828
1641.33,20,8.000,11264000,20,36700160,7.810512506,14386040
1646.73,20,8.000,11264000,20,36700160,7.810512506,14386040
1652.06,20,8.000,11264000,20,36700160,7.810512506,14386040
1657.49,20,8.000,11264000,20,36700160,8.056636998,14536340
1662.73,20,8.000,11264000,20,36700160,8.056636998,14536340
1668.02,20,8.000,11264000,20,36700160,8.056636998,14536340
1673.33,20,8.000,11264000,20,36700160,7.986032878,14586656
1678.56,20,8.000,11264000,20,36700160,7.986032878,14586656
1683.96,20,8.000,11264000,20,36700160,7.986032878,14586656
1689.25,20,8.000,11264000,20,36700160,8.021771614,14694444
1694.65,20,8.000,11264000,20,36700160,8.021771614,14694444
1700.04,20,8.000,11264000,20,36700160,8.021771614,14694444
1705.49,20,8.000,11264000,20,36700160,8.410393340,14499216
1710.86,20,8.000,11264000,20,36700160,8.410393340,14499216
1716.25,20,8.000,11264000,20,36700160,8.086500031,14573572
1721.55,20,8.000,11264000,20,36700160,8.086500031,14573572
1726.84,20,8.000,11264000,20,36700160,8.086500031,14573572
1732.2,20,8.000,11264000,20,36700160,8.297675963,14793820
1737.49,20,8.000,11264000,20,36700160,8.297675963,14793820
1742.76,20,8.000,11264000,20,36700160,8.297675963,14793820
1748.11,20,8.000,11264000,20,36700160,7.751552487,15033772
1753.37,20,8.000,11264000,20,36700160,7.751552487,15033772
1758.73,20,8.000,11264000,20,36700160,7.751552487,15033772
1764.19,20,8.000,11264000,20,36700160,8.157311954,14919432
1769.41,20,8.000,11264000,20,36700160,8.157311954,14919432
1774.77,20,8.000,11264000,20,36700160,8.157311954,14919432
1780.27,20,8.000,11264000,20,36700160,7.774889195,14920076
1785.76,20,8.000,11264000,20,36700160,7.774889195,14920076
1791.17,20,8.000,11264000,20,36700160,8.084823377,15034320
1796.51,20,8.000,11264000,20,36700160,8.084823377,15034320
1801.84,20,8.000,11264000,20,36700160,8.084823377,15034320
1807.27,20,8.000,11264000,20,36700160,8.485544118,14980668
1812.51,20,8.000,11264000,20,36700160,8.485544118,14980668
1817.8,20,8.000,11264000,20,36700160,8.485544118,14980668
1823.03,20,8.000,11264000,20,36700160,0.869985036,15034956
1828.28,20,8.000,11264000,20,36700160,0.869985036,15034956
1833.58,20,8.000,11264000,20,36700160,0.869985036,15034956
1838.85,20,8.000,11264000,20,36700160,0.925344305,14911456
1844.14,20,8.000,11264000,20,36700160,0.925344305,14911456
1849.43,20,8.000,11264000,20,36700160,0.925344305,14911456
1854.65,20,8.000,11264000,20,36700160,0.894996232,14795912
1859.92,20,8.000,11264000,20,36700160,0.894996232,14795912
1865.27,20,8.000,11264000,20,36700160,0.894996232,14795912
1870.59,20,8.000,11264000,20,36700160,0.933836935,14727820
1875.88,20,8.000,11264000,20,36700160,0.933836935,14727820
1881.12,20,8.000,11264000,20,36700160,0.896589303,14897736
1886.37,20,8.000,11264000,20,36700160,0.896589303,14897736
1891.7,20,8.000,11264000,20,36700160,0.896589303,14897736
1896.94,20,8.000,11264000,20,36700160,0.938781520,14812732
1902.2,20,8.000,11264000,20,36700160,0.938781520,14812732
1907.57,20,8.000,11264000,20,36700160,0.938781520,14812732
1912.79,20,8.000,11264000,20,36700160,0.852672475,14797784
1918.03,20,8.000,11264000,20,36700160,0.852672475,14797784
1923.33,20,8.000,11264000,20,36700160,0.852672475,14797784
1928.55,20,8.000,11264000,20,36700160,0.942894433,14914344
1933.79,20,8.000,11264000,20,36700160,0.942894433,14914344
1939.11,20,8.000,11264000,20,36700160,0.942894433,14914344
1944.35,20,8.000,11264000,20,36700160,0.894011032,14871856
1949.61,20,8.000,11264000,20,36700160,0.894011032,14871856
1954.84,20,8.000,11264000,20,36700160,0.894011032,14871856
1960.11,20,8.000,11264000,20,36700160,0.861665092,14937716
1965.45,20,8.000,11264000,20,36700160,0.861665092,14937716
1970.7,20,8.000,11264000,20,36700160,0.884863768,14817844
1975.98,20,8.000,11264000,20,36700160,0.884863768,14817844
