time,n_replica,cpu_req_core,mem_req_KB,cpu_lim_core,mem_lim_KB,cpu_use_core,mem_use_KB
2205.48,5,2.500,3840000,6.250,10485760,0.409621723,4387700
2210.7,5,2.500,3840000,6.250,10485760,0.409621723,4387700
2215.91,5,2.500,3840000,6.250,10485760,0.403861916,4389712
2221.06,5,2.500,3840000,6.250,10485760,0.403861916,4389712
2226.26,5,2.500,3840000,6.250,10485760,0.403861916,4389712
2231.44,5,2.500,3840000,6.250,10485760,0.440044153,4394440
2236.62,5,2.500,3840000,6.250,10485760,0.440044153,4394440
2241.82,5,2.500,3840000,6.250,10485760,0.440044153,4394440
2246.99,5,2.500,3840000,6.250,10485760,0.485536715,4390784
2252.23,5,2.500,3840000,6.250,10485760,0.485536715,4390784
2257.42,5,2.500,3840000,6.250,10485760,0.387767154,4374916
2262.59,5,2.500,3840000,6.250,10485760,0.387767154,4374916
2267.83,5,2.500,3840000,6.250,10485760,0.387767154,4374916
2273.0,5,2.500,3840000,6.250,10485760,0.489532021,4374848
2278.17,5,2.500,3840000,6.250,10485760,0.489532021,4374848
2283.35,5,2.500,3840000,6.250,10485760,0.489532021,4374848
2288.58,5,2.500,3840000,6.250,10485760,0.436826063,4394068
2293.74,5,2.500,3840000,6.250,10485760,0.436826063,4394068
2298.91,5,2.500,3840000,6.250,10485760,0.436826063,4394068
2304.06,5,2.500,3840000,6.250,10485760,0.320781826,4399744
2309.3,5,2.500,3840000,6.250,10485760,0.320781826,4399744
2314.45,5,2.500,3840000,6.250,10485760,0.320781826,4399744
2319.59,5,2.500,3840000,6.250,10485760,0.480654016,4416212
2324.76,5,2.500,3840000,6.250,10485760,0.480654016,4416212
2329.94,5,2.500,3840000,6.250,10485760,0.480654016,4416212
2335.09,5,2.500,3840000,6.250,10485760,0.355382420,4418836
2340.24,5,2.500,3840000,6.250,10485760,0.355382420,4418836
2345.45,5,2.500,3840000,6.250,10485760,0.355382420,4418836
2350.62,5,2.500,3840000,6.250,10485760,0.423750271,4415728
2355.8,5,2.500,3840000,6.250,10485760,0.423750271,4415728
2360.96,5,2.500,3840000,6.250,10485760,0.423750271,4415728
2366.2,5,2.500,3840000,6.250,10485760,0.442071509,4387492
2371.37,5,2.500,3840000,6.250,10485760,0.442071509,4387492
2376.55,5,2.500,3840000,6.250,10485760,0.442071509,4387492
2381.69,5,2.500,3840000,6.250,10485760,0.465235260,4385076
2386.89,5,2.500,3840000,6.250,10485760,0.465235260,4385076
2392.08,5,2.500,3840000,6.250,10485760,0.395184437,4401408
2397.26,5,2.500,3840000,6.250,10485760,0.395184437,4401408
